61   -19762   -27   21936   -12   1125381   1000
62   -19130   -27   21331   -12   1130663   1000
63   -18520   -27   20746   -12   1135800   1000
64   -17929   -27   20183   -12   1140796   1000
65   -17358   -27   19634   -12   1145657   1000
66   -16806   -27   19106   -12   1150386   1000
67   -32545   -28   18593   -12   1154988   1000
68   -31514   -28   18095   -12   1159467   1000
69   -30518   -28   17616   -12   1163826   1000
70   -29556   -28   17150   -12   1168070   1000
71   -28626   -28   16699   -12   1172202   1000
72   -27728   -28   32521   -13   1176226   1000
73   -26861   -28   31680   -13   1180144   1000
74   -26023   -28   30860   -13   1183961   1000
75   -25215   -28   30062   -13   1187680   1000
76   -24433   -28   29293   -13   1191303   1000
77   -23679   -28   28553   -13   1194833   1000
78   -22950   -28   27829   -13   1198274   1000
79   -22247   -28   27129   -13   1201628   1000
80   -21567   -28   26450   -13   1204898   1000
81   -20911   -28   25786   -13   1208087   1000
82   -20278   -28   25151   -13   1211196   1000
83   -19665   -28   24535   -13   1214228   1000
84   -19074   -28   23936   -13   1217186   1000
85   -18503   -28   23353   -13   1220072   1000
86   -17951   -28   22789   -13   1222888   1000
87   -17418   -28   22241   -13   1225636   1000
88   -16904   -28   21703   -13   1228319   1000
89   -16406   -28   21189   -13   1230937   1000
90   -31851   -29   20690   -13   1233493   1000
91   -30922   -29   20204   -13   1235989   1000
92   -30024   -29   19729   -13   1238427   1000
93   -29156   -29   19277   -13   1240807   1000
94   -28317   -29   18828   -13   1243133   1000
95   -27506   -29   18398   -13   1245405   1000
96   -26722   -29   17979   -13   1247625   1000
97   -25964   -29   17569   -13   1249795   1000
98   -25231   -29   17177   -13   1251915   1000
99   -24522   -29   16791   -13   1253988   1000
100   -23836   -29   16413   -13   1256015   1000
101   -23172   -29   32109   -14   1257996   1000
102   -22530   -29   31398   -14   1259934   1000
103   -21909   -29   30713   -14   1261829   1000
104   -21308   -29   30041   -14   1263683   1000
105   -20727   -29   29384   -14   1265497   1000
106   -20164   -29   28757   -14   1267271   1000
107   -19618   -29   28148   -14   1269007   1000
108   -19091   -29   27537   -14   1270707   1000
109   -18580   -29   26959   -14   1272370   1000
110   -18085   -29   26394   -14   1273998   1000
111   -17606   -29   25843   -14   1275592   1000
112   -17141   -29   25301   -14   1277153   1000
113   -16692   -29   24785   -14   1278681   1000
114   -32511   -30   24273   -14   1280178   1000
115   -31667   -30   23782   -14   1281644   1000
116   -30848   -30   23287   -14   1283081   1000
117   -30055   -30   22820   -14   1284488   1000
118   -29285   -30   22359   -14   1285867   1000
119   -28540   -30   21916   -14   1287218   1000
120   -27816   -30   21485   -14   1288542   1000
121   -27115   -30   21063   -14   1289840   1000
122   -26435   -30   20640   -14   1291113   1000
123   -25775   -30   20246   -14   1292360   1000
124   -25134   -30   19840   -14   1293584   1000
125   -24513   -30   19465   -14   1294783   1000
126   -23910   -30   19081   -14   1295960   1000
127   -23325   -30   18714   -14   1297114   1000
128   -22757   -30   18373   -14   1298245   1000
129   -22205   -30   18016   -14   1299356   1000
130   -21670   -30   17685   -14   1300445   1000
131   -21150   -30   17355   -14   1301514   1000
132   -20645   -30   17034   -14   1302563   1000
133   -20154   -30   16713   -14   1303593   1000
134   -19678   -30   16400   -14   1304604   1000
135   -19215   -30   32203   -15   1305596   1000
136   -18765   -30   31617   -15   1306570   1000
137   -18328   -30   31053   -15   1307526   1000
138   -17903   -30   30496   -15   1308465   1000
139   -17489   -30   29955   -15   1309387   1000
140   -17088   -30   29411   -15   1310293   1000
141   -16697   -30   28875   -15   1311183   1000
142   -32635   -31   28394   -15   1312056   1000
143   -31897   -31   27879   -15   1312915   1000
144   -31178   -31   27406   -15   1313758   1000
145   -30479   -31   26923   -15   1314587   1000
146   -29799   -31   26439   -15   1315402   1000
147   -29137   -31   25997   -15   1316202   1000
148   -28494   -31   25540   -15   1316989   1000
149   -27867   -31   25114   -15   1317762   1000
150   -27257   -31   24692   -15   1318522   1000
151   -26663   -31   24285   -15   1319269   1000
152   -26085   -31   23870   -15   1320004   1000
153   -25522   -31   23486   -15   1320726   1000
154   -24974   -31   23078   -15   1321437   1000
155   -24440   -31   22719   -15   1322135   1000
156   -23920   -31   22319   -15   1322823   1000
157   -23413   -31   21951   -15   1323499   1000
158   -22919   -31   21623   -15   1324163   1000
159   -22438   -31   21244   -15   1324818   1000
160   -21969   -31   20919   -15   1325461   1000
161   -21512   -31   20591   -15   1326094   1000
162   -21067   -31   20265   -15   1326717   1000
163   -20633   -31   19916   -15   1327331   1000
164   -20210   -31   19616   -15   1327934   1000
165   -19797   -31   19306   -15   1328528   1000
166   -19395   -31   18993   -15   1329113   1000
167   -19002   -31   18712   -15   1329688   1000
168   -18619   -31   18408   -15   1330255   1000
169   -18246   -31   18151   -15   1330812   1000
170   -17882   -31   17848   -15   1331362   1000
171   -17526   -31   17602   -15   1331902   1000
172   -17179   -31   17320   -15   1332435   1000
173   -16841   -31   17041   -15   1332960   1000
174   -16510   -31   16802   -15   1333476   1000
175   -32376   -32   16544   -15   1333985   1000
176   -31747   -32   32607   -16   1334486   1000
177   -31132   -32   32105   -16   1334980   1000
178   -30532   -32   31657   -16   1335466   1000
179   -29946   -32   31205   -16   1335945   1000
180   -29374   -32   30695   -16   1336418   1000
181   -28815   -32   30265   -16   1336883   1000
182   -28269   -32   29859   -16   1337341   1000
183   -27736   -32   29419   -16   1337793   1000
184   -27215   -32   28953   -16   1338239   1000
185   -26706   -32   28534   -16   1338678   1000
186   -26209   -32   28170   -16   1339110   1000
187   -25723   -32   27738   -16   1339537   1000
188   -25248   -32   27377   -16   1339957   1000
189   -24783   -32   26961   -16   1340372   1000
190   -24330   -32   26563   -16   1340781   1000
191   -23886   -32   26256   -16   1341183   1000
192   -23452   -32   25852   -16   1341581   1000
193   -23028   -32   25485   -16   1341973   1000
194   -22613   -32   25163   -16   1342359   1000
195   -22208   -32   24827   -16   1342740   1000
196   -21811   -32   24483   -16   1343116   1000
197   -21423   -32   24138   -16   1343487   1000
198   -21044   -32   23796   -16   1343853   1000
199   -20672   -32   23463   -16   1344214   1000
200   -20309   -32   23145   -16   1344570   1000
201   -19954   -32   22848   -16   1344921   1000
202   -19606   -32   22576   -16   1345267   1000
203   -19266   -32   22270   -16   1345609   1000
204   -18932   -32   21936   -16   1345947   1000
205   -18606   -32   21642   -16   1346280   1000
206   -18287   -32   21395   -16   1346608   1000
207   -17975   -32   21134   -16   1346932   1000
208   -17669   -32   20862   -16   1347252   1000
209   -17369   -32   20586   -16   1347568   1000
210   -17076   -32   20309   -16   1347880   1000
211   -16789   -32   20036   -16   1348188   1000
212   -16508   -32   19771   -16   1348492   1000
213   -32465   -33   19518   -16   1348792   1000
214   -31925   -33   19281   -16   1349088   1000
215   -31396   -33   19066   -16   1349380   1000
216   -30879   -33   18809   -16   1349669   1000
217   -30371   -33   18582   -16   1349954   1000
218   -29874   -33   18321   -16   1350236   1000
219   -29387   -33   18096   -16   1350514   1000
220   -28910   -33   17911   -16   1350788   1000
221   -28442   -33   17637   -16   1351060   1000
222   -27983   -33   17477   -16   1351327   1000
223   -27534   -33   17237   -16   1351592   1000
224   -27093   -33   17049   -16   1351853   1000
225   -26661   -33   16789   -16   1352112   1000
226   -26238   -33   16587   -16   1352367   1000
227   -25823   -33   16385   -16   1352619   1000
228   -25416   -33   32366   -17   1352868   1000
229   -25017   -33   32103   -17   1353113   1000
230   -24625   -33   31723   -17   1353356   1000
231   -24241   -33   31233   -17   1353597   1000
232   -23865   -33   30898   -17   1353834   1000
233   -23496   -33   30598   -17   1354068   1000
234   -23133   -33   30202   -17   1354300   1000
235   -22778   -33   29851   -17   1354529   1000
236   -22429   -33   29547   -17   1354755   1000
237   -22087   -33   29166   -17   1354979   1000
238   -21751   -33   28844   -17   1355200   1000
239   -21422   -33   28455   -17   1355419   1000
240   -21099   -33   28134   -17   1355635   1000
241   -20782   -33   27887   -17   1355848   1000
242   -20471   -33   27457   -17   1356060   1000
243   -20163   -33   27241   -17   1356268   1000
244   -26615   -31   26845   -17   1356475   1000
245   -25877   -31   25217   -17   1356674   1000
246   -25156   -31   23736   -17   1356860   1000
247   -24500   -31   22183   -17   1357035   1000
248   -23895   -31   20596   -17   1357199   1000
249   -23338   -31   19143   -17   1357351   1000
250   -22828   -31   17725   -17   1357492   1000
251   -22361   -31   32740   -18   1357622   1000
252   -21937   -31   29952   -18   1357742   1000
253   -21554   -31   27395   -18   1357851   1000
254   -21210   -31   24852   -18   1357950   1000
255   -20904   -31   22101   -18   1358040   1000
256   -20634   -31   19700   -18   1358119   1000
257   -20401   -31   17156   -18   1358189   1000
258   -20202   -31   28992   -19   1358250   1000
259   -20038   -31   24008   -19   1358301   1000
260   -19907   -31   19393   -19   1358342   1000
261   -19809   -31   29308   -20   1358374   1000
262   -19751   -31   19621   -20   1358397   1000
263   -19702   -31   19484   -21   1358411   1000
